omitted from tool	omitted from tool	omitted from tool	omitted from tool	omitted from tool	omitted from tool	omitted from tool	omitted from tool	omitted from tool	Manual enter from File Directory	"Dropdown with Graded Level, processor manually enters name"		TBD			yes/no					checkbox tracking if found data has been received	Drop down or Checkbox with specific descriptions of data	"dated entries, manually entered with category selectable as a note type"	Dropdown	Dropdown	Dropdown		"Info pulled up when County/Town selected, dropdown selection"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"										"Info pulled up when County/Town selected, manually entered"		"needs to be merged with data from column A, will be dropdown"	dropdown with options	Dropdown with options				"Info pulled up when County/Town selected, drop down of types of depts that run GIS"	"Info pulled up when County/Town selected, manually entered"	"dated entries, manually entered with category selectable as a note type"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"dated entries, manually entered with category selectable as a note type"	"Info pulled up when County/Town selected, manually entered"	"dated entries, manually entered with category selectable as a note type"	manually entered	"dated entries, manually entered with category selectable as a note type"	dropdown with options	Manually entered	"dated entries, manually entered with category selectable as a note type"	"dated entries, manually entered with category selectable as a note type"	"dated entries, manually entered with category selectable as a note type"	"dated entries, manually entered with category selectable as a note type"	omitted from tool	omitted from tool	manually entered field		omitted from tool	omitted from tool	"dated entries, manually entered with category selectable as a note type"	"dated entries, manually entered with category selectable as a note type"	omitted from tool	omitted from tool	omitted from tool
																							Mississippi	Clarke	Enterprise																																																						
																							Mississippi	Clarke	Pachuta																																																						
																							Mississippi	Clarke	Quitman																																																						
																							Mississippi	Clarke	Shubuta																																																						
																							Mississippi	Clarke	Stonewall																																																						
																							Mississippi	Clay				28	25			20428		#DIV/0!										https://www.arcgis.com/home/webmap/viewer.html?webmap=615467385c4743a8bc6b35d03de6038f																																			
																							Mississippi	Clay	West Point																																																						
																							Mississippi	Coahoma				28	27			25667		#DIV/0!																											"$1,000.00 "	need to fill out agreemment letter and email the forms to jeremy's email	check	RENVILLE COUNTY IT 															
																							Mississippi	Coahoma	Clarksdale																																																						
																							Mississippi	Coahoma	Coahoma																																																						
																							Mississippi	Coahoma	Friars Point																																																						
																							Mississippi	Coahoma	Jonestown																																																						
																							Mississippi	Coahoma	Lula																																																						
																							Mississippi	Coahoma	Lyon																																																						
																							Mississippi	Copiah				28	29			28964		#DIV/0!										http://gis.cmpdd.org/copiah/viewer.html																																			
																							Mississippi	Copiah	Beauregard																																																						
																							Mississippi	Copiah	Crystal Springs																																																						
																							Mississippi	Copiah	Georgetown																																																						
																							Mississippi	Copiah	Hazlehurst																																																						
																							Mississippi	Copiah	Wesson																																																						
																							Mississippi	Covington				28	31			19566		#DIV/0!																																													
																							Mississippi	Covington	Collins																																																						
																							Mississippi	Covington	Mount Olive																																																						
																							Mississippi	Covington	Seminary																																																						
																							Mississippi	De Soto				28	33			166317		#DIV/0!										http://maps.desotocountyms.gov/oneview/																																			
																							Mississippi	De Soto	Hernando																																																						
																							Mississippi	De Soto	Horn Lake																																																						
																							Mississippi	De Soto	Olive Branch																																																						
																							Mississippi	De Soto	Southaven																																																						
																							Mississippi	De Soto	Walls																																																						
																							Mississippi	Forrest				28	35			76925		#DIV/0!										http://forrest.tscmaps.com/ms/forrest/																																			
																							Mississippi	Forrest	Hattiesburg																																																						
																							Mississippi	Forrest	Petal																																																						
																							Mississippi	Franklin				28	37			7912		#DIV/0!																																													
																							Mississippi	Franklin	Bude																																																						
																							Mississippi	Franklin	Meadville																																																						
																							Mississippi	Franklin	Roxie																																																						
																							Mississippi	George				28	39			22885		#DIV/0!										https://www.arcgis.com/home/webmap/viewer.html?webmap=a5810d77d9654a6a9acb08e8244fa930																	FREE	down load from website																	
																							Mississippi	George	Lucedale																																																						
																							Mississippi	Greene				28	41			14300		#DIV/0!																											$400.00 	need to email her for data agreement	check first																
																							Mississippi	Greene	Leakesville																																																						
																							Mississippi	Greene	McLain																																																						
																							Mississippi	Grenada				28	43			21613		#DIV/0!																																													
																							Mississippi	Grenada	Grenada																																																						
																							Mississippi	Hancock				28	45			45266		#DIV/0!										https://atlas.geoportalmaps.com/hancock																	$12.00 	need to email him and request  a data agreement and he will send shape file	check																
																							Mississippi	Hancock	Bay St. Louis																																																						
																							Mississippi	Hancock	Diamondhead																																																						
																							Mississippi	Hancock	Waveland																																																						
																							Mississippi	Harrison				28	47			193702		#DIV/0!										http://harrisonms.geopowered.com/propertysearch/																																			
																							Mississippi	Harrison	Biloxi																																																						
																							Mississippi	Harrison	D'Iberville																																																						
																							Mississippi	Harrison	Gulfport																																																						
																							Mississippi	Harrison	Long Beach																																																						
																							Mississippi	Harrison	Pass Christian																																																						
																							Mississippi	Hinds				28	49			248149		#DIV/0!										http://gis.cmpdd.org/hinds/viewer.html																	$660.00 	need to sign agreement and send back and once the receive check they will email	check first																
																							Mississippi	Hinds	Bolton																																																						
																							Mississippi	Hinds	Byram																																																						
																							Mississippi	Hinds	Clinton																																																						
																							Mississippi	Hinds	Edwards																																																						
																							Mississippi	Hinds	Jackson																																																						
																							Mississippi	Hinds	Learned																																																						
																							Mississippi	Hinds	Raymond																																																						
																							Mississippi	Hinds	Terry																																																						
																							Mississippi	Hinds	Utica																																																						
																							Mississippi	Holmes				28	51			18743		#DIV/0!										http://holmes.tscmaps.com/ms/holmes/																	$50.00 	need to sign agreement and send back and once the receive check they will email	check first																
																							Mississippi	Holmes	Cruger																																																						
																							Mississippi	Holmes	Durant																																																						
																							Mississippi	Holmes	Goodman																																																						
																							Mississippi	Holmes	Lexington																																																						
																							Mississippi	Holmes	Pickens																																																						
																							Mississippi	Holmes	Richland																																																						
																							Mississippi	Holmes	Tchula																																																						
																							Mississippi	Holmes	West																																																						
																							Mississippi	Humphreys				28	53			9207		#DIV/0!																																													
																							Mississippi	Humphreys	Belzoni																																																						
																							Mississippi	Humphreys	Isola																																																						
																							Mississippi	Humphreys	Louise																																																						
																							Mississippi	Humphreys	Silver City																																																						
																							Mississippi	Issaquena				28	55			1393		#DIV/0!																																													
																							Mississippi	Issaquena	Mayersville																																																						
																							Mississippi	Itawamba				28	57			23353		#DIV/0!																																													
																							Mississippi	Itawamba	Fulton																																																						
																							Mississippi	Itawamba	Mantachie																																																						
																							Mississippi	Itawamba	Oakland																																																						
																							Mississippi	Itawamba	Tremont																																																						
																							Mississippi	Jackson				28	59			140039		#DIV/0!										https://webmap.co.jackson.ms.us/																	"$3,000.00 "	need to fill out agreement and request form   	check before																
																							Mississippi	Jackson	Gautier																																																						
																							Mississippi	Jackson	Moss Point																																																						
																							Mississippi	Jackson	Ocean Springs																																																						
																							Mississippi	Jackson	Pascagoula																																																						
																							Mississippi	Jasper				28	61			16554		#DIV/0!																																													
																							Mississippi	Jasper	Bay Springs																																																						
																							Mississippi	Jasper	Heidelberg																																																						
																							Mississippi	Jasper	Louin																																																						
																							Mississippi	Jasper	Montrose																																																						
																							Mississippi	Jefferson				28	63			7659		#DIV/0!																											"$6,561.40 "	"need to sign license agreement 65,414 parcels"																	
																							Mississippi	Jefferson	Ashland																																																						
																							Mississippi	Jefferson	Fayette																																																						
																							Mississippi	Jefferson Davis				28	65			12089		#DIV/0!																																													
																							Mississippi	Jefferson Davis	Bassfield																																																						
																							Mississippi	Jefferson Davis	Prentiss																																																						
																							Mississippi	Jones				28	67			68582		#DIV/0!																																													
																							Mississippi	Jones	Calhoun City																																																						
																							Mississippi	Jones	Ellisville																																																						
																							Mississippi	Jones	Laurel																																																						
																							Mississippi	Jones	Sandersville																																																						
																							Mississippi	Jones	Soso																																																						
																							Mississippi	Kemper				28	69			10379		#DIV/0!																																													
																							Mississippi	Kemper	De Kalb																																																						
																							Mississippi	Kemper	Scooba																																																						
																							Mississippi	Lafayette				28	71			50502		#DIV/0!										http://lafayette.tscmaps.com/ms/lafayette/																																			
																							Mississippi	Lafayette	Abbeville																																																						
																							Mississippi	Lafayette	Oxford																																																						
																							Mississippi	Lafayette	Taylor																																																						
																							Mississippi	Lamar				28	73			57739		#DIV/0!										https://atlas.geoportalmaps.com/lamarco																																			
																							Mississippi	Lamar	Lumberton																																																						
																							Mississippi	Lamar	Purvis																																																						
																							Mississippi	Lamar	Sumrall																																																						
																							Mississippi	Lauderdale				28	75			80258		#DIV/0!										http://lauderdale.tscmaps.com/ms/lauderdale/																																			
																							Mississippi	Lauderdale	Marion																																																						
																							Mississippi	Lauderdale	Meridian																																																						
																							Mississippi	Lawrence				28	77			12557		#DIV/0!																																													
																							Mississippi	Lawrence	Monticello																																																						
																							Mississippi	Lawrence	New Hebron																																																						
																							Mississippi	Lawrence	Silver Creek																																																						
																							Mississippi	Leake				28	79			23289		#DIV/0!										http://leake.tscmaps.com/ms/leake/																																			
																							Mississippi	Leake	Carthage																																																						
																							Mississippi	Leake	Lena																																																						
																							Mississippi	Leake	Walnut Grove																																																						
																							Mississippi	Leake	Wiggins																																																						
																							Mississippi	Lee				28	81			84960		#DIV/0!										http://lee.tscmaps.com/ms/lee/																																			
																							Mississippi	Lee	Guntown																																																						
																							Mississippi	Lee	Plantersville																																																						
																							Mississippi	Lee	Saltillo																																																						
																							Mississippi	Lee	Shannon																																																						
																							Mississippi	Lee	Tupelo																																																						
																							Mississippi	Lee	Verona																																																						
																							Mississippi	Leflore				28	83			31565		#DIV/0!										http://leflore.tscmaps.com/ms/leflore/																																			
																							Mississippi	Leflore	Greenwood																																																						
																							Mississippi	Leflore	Itta Bena																																																						
																							Mississippi	Leflore	Morgan City																																																						
																							Mississippi	Leflore	Schlater																																																						
																							Mississippi	Leflore	Sidon																																																						
																							Mississippi	Lincoln				28	85			34896		#DIV/0!										http://lincoln.msmaps.org/																																			
																							Mississippi	Lincoln	Brookhaven																																																						
																							Mississippi	Lowndes				28	87			59698		#DIV/0!										http://lowndes.tscmaps.com/ms/lowndes/																																			
																							Mississippi	Lowndes	Artesia																																																						
																							Mississippi	Lowndes	Caledonia																																																						
																							Mississippi	Lowndes	Columbus																																																						
																							Mississippi	Lowndes	Crawford																																																						
																							Mississippi	Madison				28	89			98555		#DIV/0!										http://gis.cmpdd.org/madison/																																			
																							Mississippi	Madison	Canton																																																						
																							Mississippi	Madison	Flora																																																						
																							Mississippi	Madison	Madison																																																						
																							Mississippi	Madison	Richton																																																						
																							Mississippi	Madison	Ridgeland																																																						
																							Mississippi	Marion				28	91			26395		#DIV/0!										http://marioncountygis.com/wv/marion/																																			
																							Mississippi	Marion	Columbia																																																						
																							Mississippi	Marshall				28	93			36545		#DIV/0!																															3/16 not secure sight														
																							Mississippi	Marshall	Byhalia																																																						
																							Mississippi	Marshall	Holly Springs																																																						
																							Mississippi	Marshall	Potts Camp																																																						
																							Mississippi	Monroe				28	95			36422		#DIV/0!										http://monroe.tscmaps.com/ms/monroe/																																			
																							Mississippi	Monroe	Aberdeen																																																						
																							Mississippi	Monroe	Amory																																																						
																							Mississippi	Monroe	Gattman																																																						
																							Mississippi	Monroe	Hatley																																																						
																							Mississippi	Monroe	Nettleton																																																						
																							Mississippi	Monroe	Smithville																																																						
																							Mississippi	Montgomery				28	97			10596		#DIV/0!																																													
																							Mississippi	Montgomery	Duck Hill																																																						
																							Mississippi	Montgomery	Kilmichael																																																						
																							Mississippi	Montgomery	Winona																																																						
																							Mississippi	Neshoba				28	99			29698		#DIV/0!										http://neshoba.tscmaps.com/ms/neshoba/																																			
																							Mississippi	Neshoba	Philadelphia																																																						
																							Mississippi	Newton				28	101			21568		#DIV/0!																																													
																							Mississippi	Newton	Chunky																																																						
																							Mississippi	Newton	Decatur																																																						
																							Mississippi	Newton	Hickory																																																						
																							Mississippi	Newton	Newton																																																						
																							Mississippi	Newton	Union																																																						
																							Mississippi	Noxubee				28	103			11210		#DIV/0!																																													
																							Mississippi	Noxubee	Brooksville																																																						
																							Mississippi	Noxubee	Macon																																																						
																							Mississippi	Noxubee	Shuqualak																																																						
																							Mississippi	Oktibbeha				28	105			48992		#DIV/0!										http://oktibbeha.tscmaps.com/ms/oktibbeha/																																			
																							Mississippi	Oktibbeha	Maben																																																						
																							Mississippi	Oktibbeha	Starkville																																																						
																							Mississippi	Oktibbeha	Sturgis																																																						
																							Mississippi	Panola				28	107			34427		#DIV/0!										http://panolams.geopowered.com/propertysearch/																																			
																							Mississippi	Panola	Batesville																																																						
																							Mississippi	Panola	Como																																																						
																							Mississippi	Panola	Courtland																																																						
																							Mississippi	Panola	Pope																																																						
																							Mississippi	Panola	Sardis																																																						
																							Mississippi	Pearl River				28	109			55248		#DIV/0!																																													
																							Mississippi	Pearl River	Picayune																																																						
																							Mississippi	Pearl River	Poplarville																																																						
																							Mississippi	Perry				28	111			12095		#DIV/0!																																													
																							Mississippi	Perry	Beaumont																																																						
																							Mississippi	Perry	New Augusta																																																						
																							Mississippi	Pike				28	113			40118		#DIV/0!																															3/16 3RD PARTY NEED TO PAY														
																							Mississippi	Pike	Magnolia																																																						
																							Mississippi	Pike	McComb																																																						
																							Mississippi	Pike	Osyka																																																						
																							Mississippi	Pike	Summit																																																						
																							Mississippi	Pontotoc				28	115			30498		#DIV/0!										http://www.geoportalmaps.com/atlas/pontotoc/																																			
																							Mississippi	Pontotoc	Algoma																																																						
																							Mississippi	Pontotoc	Ecru																																																						
																							Mississippi	Pontotoc	Pontotoc																																																						
																							Mississippi	Pontotoc	Sherman																																																						
																							Mississippi	Pontotoc	Thaxton																																																						
																							Mississippi	Pontotoc	Toccopola																																																						
																							Mississippi	Prentiss				28	117			25306		#DIV/0!										http://prentiss.tscmaps.com/ms/prentiss/																																			
																							Mississippi	Prentiss	Baldwyn																																																						
																							Mississippi	Prentiss	Booneville																																																						
																							Mississippi	Prentiss	Jumpertown																																																						
																							Mississippi	Prentiss	Marietta																																																						
																							Mississippi	Quitman				28	119			7798		#DIV/0!										https://www.acrevalue.com/map/MS/Quitman/																																			
																							Mississippi	Quitman	Crenshaw																																																						
																							Mississippi	Quitman	Crowder																																																						
																							Mississippi	Quitman	Falcon																																																						
																							Mississippi	Quitman	Lambert																																																						
																							Mississippi	Quitman	Marks																																																						
																							Mississippi	Quitman	Sledge																																																						
																							Mississippi	Quitman	Walnut																																																						
																							Mississippi	Rankin				28	121			145173		#DIV/0!										http://gis.cmpdd.org/rankin/viewer.html																																			
																							Mississippi	Rankin	Walnut																																																						
																							Mississippi	Rankin	Florence																																																						
																							Mississippi	Rankin	Flowood																																																						
																							Mississippi	Rankin	Pearl																																																						
																							Mississippi	Rankin	Pelahatchie																																																						
																							Mississippi	Rankin	Puckett																																																						
																							Mississippi	Scott				28	123			28260		#DIV/0!										http://scott.tscmaps.com/ms/scott/																																			
																							Mississippi	Scott	Forest																																																						
																							Mississippi	Scott	Lake																																																						
																							Mississippi	Scott	Morton																																																						
																							Mississippi	Scott	Sebastopol																																																						
																							Mississippi	Sharkey				28	125			4805		#DIV/0!																																													
																							Mississippi	Sharkey	Anguilla																																																						
																							Mississippi	Sharkey	Cary																																																						
																							Mississippi	Sharkey	Rolling Fork																																																						
																							Mississippi	Simpson				28	127			27345		#DIV/0!										http://map.simpsontax.com/ms/simpson/																																			
																							Mississippi	Simpson	Braxton																																																						
																							Mississippi	Simpson	D'Lo																																																						
																							Mississippi	Simpson	Magee																																																						
																							Mississippi	Simpson	Mendenhall																																																						
																							Mississippi	Smith				28	129			16366		#DIV/0!										http://smith.tscmaps.com/ms/smith/																																			
																							Mississippi	Smith	Mize																																																						
																							Mississippi	Smith	Polkville																																																						
																							Mississippi	Smith	Raleigh																																																						
																							Mississippi	Smith	Sylvarena																																																						
																							Mississippi	Smith	Taylorsville																																																						
																							Mississippi	Stone				28	131			18060		#DIV/0!																															3/16  TAX MAP ONLY														
																							Mississippi	Sunflower				28	133			28442		#DIV/0!																															3/16 3RD PARTY  $ 														
																							Mississippi	Sunflower	Doddsville																																																						
																							Mississippi	Sunflower	Drew																																																						
																							Mississippi	Sunflower	Indianola																																																						
																							Mississippi	Sunflower	Inverness																																																						
																							Mississippi	Sunflower	Moorhead																																																						
																							Mississippi	Sunflower	Ruleville																																																						
																							Mississippi	Sunflower	Sunflower																																																						
																							Mississippi	Tallahatchie				28	135			15106		#DIV/0!																															3/16 THIRD PARTY ONLY														
																							Mississippi	Tallahatchie	Charleston																																																						
																							Mississippi	Tallahatchie	Glendora																																																						
																							Mississippi	Tallahatchie	Sumner																																																						
																							Mississippi	Tallahatchie	Tutwiler																																																						
																							Mississippi	Tallahatchie	Webb																																																						
																							Mississippi	Tate				28	137			28499		#DIV/0!																																													
																							Mississippi	Tate	Coldwater																																																						
																							Mississippi	Tate	Senatobia																																																						
																							Mississippi	Tippah				28	139			21925		#DIV/0!										http://tippah.tscmaps.com/ms/tippah/																																			
																							Mississippi	Tippah	Blue Mountain																																																						
																							Mississippi	Tippah	Dumas																																																						
																							Mississippi	Tippah	Falkner																																																						
																							Mississippi	Tippah	Ripley																																																						
																							Mississippi	Tishomingo				28	141			19615		#DIV/0!										http://webmap.jws.com/Tishomingo/																																			
																							Mississippi	Tishomingo	Belmont																																																						
																							Mississippi	Tishomingo	Burnsville																																																						
																							Mississippi	Tishomingo	Golden																																																						
																							Mississippi	Tishomingo	Iuka																																																						
																							Mississippi	Tishomingo	Paden																																																						
																							Mississippi	Tishomingo	Tishomingo																																																						
																							Mississippi	Tunica				28	143			10510		#DIV/0!										http://map.tunicamaps.com/ms/tunica/																																			
																							Mississippi	Tunica	Tunica																																																						
																							Mississippi	Union				28	145			27398		#DIV/0!										http://union.tscmaps.com/ms/union/																																			
																							Mississippi	Union	Blue Springs																																																						
																							Mississippi	Union	Myrtle																																																						
																							Mississippi	Union	New Albany																																																						
																							Mississippi	Walthall				28	147			15103		#DIV/0!																															3/16 NO WEBSITE														
																							Mississippi	Walthall	Tylertown																																																						
																							Mississippi	Warren				28	149			48108		#DIV/0!										http://warren.msmaps.org/																																			
																							Mississippi	Warren	Vicksburg																																																						
																							Mississippi	Washington				28	151			50078		#DIV/0!										http://76.73.192.243:8008/mapguide/SpatialNet/Washington/index.jsp?paras=402881e5573bf72e01573bf72ea20000-0																																			
																							Mississippi	Washington	Arcola																																																						
																							Mississippi	Washington	Greenville																																																						
																							Mississippi	Washington	Hollandale																																																						
																							Mississippi	Washington	Leland																																																						
																							Mississippi	Washington	Metcalfe																																																						
																							Mississippi	Wayne				28	153			20656		#DIV/0!																																													
																							Mississippi	Wayne	State Line																																																						
																							Mississippi	Wayne	Waynesboro																																																						
																							Mississippi	Webster				28	155			10074		#DIV/0!										http://mariongis.com/																																			
																							Mississippi	Webster	Eupora																																																						
																							Mississippi	Webster	Mantee																																																						
																							Mississippi	Webster	Mathiston																																																						
																							Mississippi	Webster	Walthall																																																						
																							Mississippi	Wilkinson				28	157			9457		#DIV/0!																																													
																							Mississippi	Wilkinson	Centreville																																																						
																							Mississippi	Wilkinson	Woodville																																																						
																							Mississippi	Winston				28	159			19011		#DIV/0!										http://winston.tscmaps.com/ms/winston/																																			
																							Mississippi	Winston	Louisville																																																						
																							Mississippi	Winston	Noxapater																																																						
																							Mississippi	Yalobusha				28	161			12402		#DIV/0!																																													
																							Mississippi	Yalobusha	Coffeeville																																																						
																							Mississippi	Yalobusha	Water Valley																																																						
																							Mississippi	Yazoo				28	163			28220		#DIV/0!										http://gis.cmpdd.org/yazoo/																																			
																							Mississippi	Yazoo	Bentonia																																																						
																							Mississippi	Yazoo	Eden																																																						
																							Mississippi	Yazoo	Satartia																																																						
																							Mississippi	Yazoo	Yazoo City																																																						
																							Missouri	Adair				29	1			25561		#DIV/0!																																													
																							Missouri	Adair	Brashear																																																						
																							Missouri	Adair	Gibbs																																																						
																							Missouri	Adair	Kirksville																																																						
																							Missouri	Adair	Millard																																																						
																							Missouri	Adair	Novinger																																																						
																							Missouri	Adair	Wilson City																																																						
																							Missouri	Andrew				29	3			17439		#DIV/0!																																													
																							Missouri	Andrew	Amazonia																																																						
																							Missouri	Andrew	Bolckow																																																						
																							Missouri	Andrew	Cosby																																																						
																							Missouri	Andrew	Country Club																																																						
																							Missouri	Andrew	Fillmore																																																						
																							Missouri	Andrew	Rea																																																						
																							Missouri	Andrew	Rosendale																																																						
																							Missouri	Andrew	Savannah																																																						
																							Missouri	Atchison				29	5			5536		#DIV/0!										http://www.atchisoncogis.com/																																			
																							Missouri	Atchison	Fairfax																																																						
																							Missouri	Atchison	Rock Port																																																						
																							Missouri	Atchison	Tarkio																																																						
																							Missouri	Atchison	Watson																																																						
																							Missouri	Atchison	Westboro																																																						
																							Missouri	Audrain				29	7			25597		#DIV/0!																																													
																							Missouri	Audrain	Farber																																																						
																							Missouri	Audrain	Laddonia																																																						
																							Missouri	Audrain	Martinsburg																																																						
																							Missouri	Audrain	Mexico																																																						
																							Missouri	Audrain	Rush Hill																																																						
																							Missouri	Audrain	Vandalia																																																						
																							Missouri	Audrain	Vandiver																																																						
																							Missouri	Barry				29	9			35562		#DIV/0!																																													
																							Missouri	Barry	Arrow Point																																																						
																							Missouri	Barry	Butterfield																																																						
																							Missouri	Barry	Cassville																																																						
																							Missouri	Barry	Chain-O-Lakes																																																						
																							Missouri	Barry	Emerald Beach																																																						
																							Missouri	Barry	Exeter																																																						
																							Missouri	Barry	Golden City																																																						
																							Missouri	Barry	Purdy																																																						
																							Missouri	Barry	Seligman																																																						
																							Missouri	Barry	Washburn																																																						
																							Missouri	Barry	Wheaton																																																						
																							Missouri	Barton				29	11			12380		#DIV/0!																																													
																							Missouri	Barton	Burgess																																																						
																							Missouri	Barton	Lamar Heights																																																						
																							Missouri	Barton	Lamar																																																						
																							Missouri	Barton	Liberal																																																						
																							Missouri	Barton	Milford																																																						
																							Missouri	Barton	Mindenmines																																																						
																							Missouri	Bates				29	13			16718		#DIV/0!										http://www.batescogis.com/																																			
																							Missouri	Bates	Adrian																																																						
																							Missouri	Bates	Amoret																																																						
																							Missouri	Bates	Amsterdam																																																						
																							Missouri	Bates	Butler																																																						
																							Missouri	Bates	Foster																																																						
																							Missouri	Bates	Hume																																																						
																							Missouri	Bates	Merwin																																																						
																							Missouri	Bates	Passaic																																																						
																							Missouri	Bates	Rich Hill																																																						
																							Missouri	Bates	Rockville																																																						
																							Missouri	Benton				29	15			18964		#DIV/0!										https://benton.integritygis.com/																																			
																							Missouri	Benton	Cole Camp																																																						
																							Missouri	Benton	Ionia																																																						
																							Missouri	Benton	Lincoln																																																						
																							Missouri	Benton	Warsaw																																																						
																							Missouri	Bollinger				29	17			12403		#DIV/0!										http://bollingergis.countyportal.net/																																			
																							Missouri	Bollinger	Glen Allen																																																						
																							Missouri	Bollinger	Marble Hill																																																						
																							Missouri	Bollinger	Sedgewickville																																																						
																							Missouri	Bollinger	Zalma																																																						
																							Missouri	Boone				29	19			168530		#DIV/0!										http://www.showmeboone.com/GIS/viewers/viewers.asp																																			
																							Missouri	Boone	Ashland																																																						
																							Missouri	Boone	Centralia																																																						
																							Missouri	Boone	Columbia																																																						
																							Missouri	Boone	Hallsville																																																						
																							Missouri	Boone	Harrisburg																																																						
																							Missouri	Boone	Hartsburg																																																						
